CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt
710635083,0,46,0,4,4,0,38,5,2,28327,582,27745,0.912,3475
716408058,0,56,1,2,0,0,36,5,4,2500,1298,1202,0.626,3673
713803158,0,41,0,3,3,0,33,4,3,9246,0,9246,0.658,4611
713593683,0,43,1,3,2,0,28,5,3,11155,1583,9572,1.061,3504
709339758,0,43,0,3,5,0,30,4,3,11926,1766,10160,0.875,3778
789382758,1,54,0,3,2,0,44,6,3,5501,0,5501,0.519,2050
813427833,0,45,1,4,1,0,40,3,1,2110,844,1266,1.109,4812
717846108,0,49,0,4,3,0,34,5,2,12994,904,12090,0.627,3734
720968583,0,52,1,2,0,0,45,3,2,29551,2095,27456,1.1,3226
721437333,1,46,0,2,4,0,36,2,2,5054,2517,2537,0.605,2027
709134333,0,45,1,2,1,0,28,6,3,3136,2253,883,0.722,4674
712630608,0,43,1,2,0,0,35,3,4,6109,1549,4560,0.683,4430
712404483,0,49,0,2,4,0,36,4,1,3989,2514,1475,0.469,5189
717812133,0,33,1,1,1,0,13,3,3,3315,1243,2072,0.709,4006
714926508,0,52,0,2,4,1,45,5,2,34516,1938,32578,0.807,2275
771474108,0,40,1,2,1,0,28,3,2,1794,1019,775,0.692,4455
709774608,0,51,0,3,3,0,36,4,4,5993,1582,4411,0.44,3464
718802283,0,44,1,3,1,0,31,3,1,8320,0,8320,0.421,4128
711626658,1,62,1,1,1,0,36,2,4,1930,0,1930,0.331,1971
789354783,0,45,1,3,1,0,32,5,0,2329,1465,864,0.815,4286
720486408,0,55,1,1,1,0,36,3,0,1438.3,756,682.3,1.012,4436
717793983,1,55,0,3,2,1,45,2,1,18128,0,18128,0.71,2503
718582158,0,48,0,2,5,0,35,3,4,10642,1715,8927,0.705,4183
713127708,0,38,1,0,1,0,26,5,4,2230,0,2230,0.896,3766
717112533,0,52,1,1,1,0,42,6,0,6946,0,6946,0.745,4058
713681433,0,50,1,2,0,0,39,5,4,9716,874,8842,0.775,5007
718846008,0,58,1,0,0,0,36,6,1,4377,1500,2877,0.789,3900
714119283,1,42,1,2,2,0,34,3,3,2516,0,2516,0.53,2257
713056083,0,52,0,2,5,0,46,4,4,34516,0,34516,0.775,4037
718538958,0,55,1,3,1,0,43,6,4,1844,0,1844,0.729,4564
710353233,0,48,0,3,3,0,39,4,2,13233,1106,12127,0.882,4288
713853858,0,41,0,4,4,1,31,5,2,34516,1433,33083,0.758,2589
710342508,0,48,1,2,2,0,36,3,4,1593,0,1593,0.718,4004
787563858,0,50,1,1,1,0,41,4,3,8589,685,7904,0.858,3553
799239033,1,53,1,3,2,0,47,1,4,1714,0,1714,0.661,2279
710733183,0,46,0,3,5,0,36,6,2,1438.3,845,593.3,0.642,3631
718489608,0,50,1,4,1,0,36,6,2,2433,1948,485,0.752,4668
758824608,0,47,0,4,4,0,40,5,4,21148,1746,19402,0.853,3370
780984408,0,65,1,0,1,0,50,3,3,7487,1953,5534,0.891,4070
814483608,1,47,1,4,1,0,42,1,3,5798,2517,3281,0.58,1860
708848208,0,52,0,3,4,0,40,6,2,34516,1757,32759,0.786,4223
719713683,0,52,1,0,0,0,37,6,2,7608,2373,5235,0.95,4921
715514133,1,44,1,4,1,0,31,3,4,2184,0,2184,0.671,1973
715955208,0,35,1,1,1,0,26,3,2,2189,1833,356,0.56,4530
794707083,1,50,0,2,4,0,44,5,4,3495,0,3495,0.639,2131
805313808,1,52,1,3,2,0,47,2,3,8018,134,7884,0.717,2409
772922883,1,41,0,3,4,0,22,3,4,20543,0,20543,0.547,1874
715716333,0,62,1,0,0,0,50,6,2,18819,0,18819,0.894,4273
714502458,0,49,0,3,3,0,36,6,4,17811,643,17168,0.842,3748
712444533,0,43,0,2,4,0,36,6,0,14418,0,14418,1.043,3880
797748708,0,44,0,4,4,0,38,5,4,3936,2024,1912,0.988,5001
780203883,0,43,1,3,0,0,33,6,2,5738,0,5738,0.852,4375
720616908,0,54,0,1,5,0,36,5,2,34516,0,34516,0.452,3918
817038333,0,55,1,0,1,0,40,4,4,1513,725,788,0.791,4042
713333433,1,49,0,3,3,0,41,3,4,18075,0,18075,0.531,1477
710820783,0,45,1,4,0,0,36,6,2,5989,0,5989,0.668,4246
720338658,0,56,1,3,1,0,42,3,2,2490,1623,867,0.79,2998
803938908,0,49,1,4,1,0,44,4,2,2659,0,2659,0.84,4546
787921383,1,53,0,0,5,1,44,2,4,34516,2297,32219,0.416,1461
787849833,0,49,0,2,4,0,40,4,0,13490,1672,11818,0.799,4205
721143258,0,46,0,1,2,0,33,6,3,1664,798,866,0.703,4804
709335558,0,49,0,3,5,0,37,6,3,7753,1643,6110,0.798,3367
806619333,0,36,1,3,1,0,31,4,3,2909,2085,824,1.035,5154
719378658,0,57,0,3,4,1,36,6,4,34516,1384,33132,0.887,4745
720670458,0,52,1,2,2,0,45,3,3,3476,1560,1916,0.894,3496
716955783,0,52,0,2,4,0,36,6,2,16026,1160,14866,0.386,4418
817970208,0,45,0,1,1,0,40,4,2,2705,1334,1371,0.886,4501
708506508,0,54,0,3,5,0,43,5,2,2884,1144,1740,0.783,4887
750147483,0,49,0,2,4,0,37,6,4,24299,2517,21782,0.723,5320
715540233,0,43,0,3,3,0,34,6,2,20755,2276,18479,0.801,4615
807584958,1,50,0,3,3,0,45,2,5,21096,0,21096,0.637,1882
720686583,0,46,0,3,5,0,37,5,4,6457,0,6457,0.531,4487
820637433,0,45,1,3,1,0,40,5,3,1603,0,1603,0.467,4041
716346183,0,43,1,3,0,0,37,3,3,9051,1557,7494,0.621,4169
715405758,1,50,1,1,0,0,42,5,4,10057,0,10057,0.792,2383
710094108,0,33,0,3,3,0,27,6,3,2043,1725,318,0.686,5212
713168733,0,65,1,0,1,0,56,6,3,2802,2403,399,0.636,3887
708614058,0,56,1,2,1,0,45,4,4,1960,1690,270,0.63,3870
718088133,0,40,1,3,1,0,36,6,0,2348,1061,1287,1.062,1901
720614658,0,40,0,2,3,0,25,6,2,2978,0,2978,0.49,3879
716695533,0,49,1,3,1,0,29,3,3,2017,1557,460,0.738,3875
717091533,0,29,1,1,0,0,36,5,3,13613,1172,12441,0.657,4253
713231658,0,45,1,2,1,0,33,6,3,5553,1117,4436,0.914,3744
715675458,0,51,0,1,4,0,41,6,2,6346,578,5768,0.55,3837
712463883,0,45,0,2,5,1,38,4,3,34516,1406,33110,1.261,3342
708489258,0,40,1,3,1,0,27,5,3,1438.3,988,450.3,0.556,3561
708403308,0,37,0,3,2,1,24,3,3,15133,1663,13470,0.646,4392
769684158,0,42,0,4,2,0,36,3,2,2502,1488,1014,0.56,3763
710349258,0,45,1,3,1,0,36,3,2,2589,2052,537,0.636,4133
713940033,0,47,1,3,1,0,36,5,3,2049,1460,589,0.599,3514
713482608,0,47,0,4,2,0,35,6,2,3560,751,2809,1.096,4060
714571008,0,49,1,3,1,0,36,3,3,1438.3,0,1438.3,1.044,4553
715354008,0,43,0,3,5,0,36,6,2,25937,0,25937,0.936,3785
819363708,0,43,0,1,3,0,38,4,3,2387,1482,905,0.868,3909
712014708,0,48,0,4,1,0,36,4,2,2912,1501,1411,0.825,4518
788717358,0,53,0,2,3,0,38,3,2,7062,1255,5807,0.672,3432
710413533,0,56,0,2,4,0,51,3,3,12186,1080,11106,0.842,4785
718515483,1,64,0,0,1,0,52,2,5,3570,2517,1053,0.69,3289
715059258,0,38,1,3,0,0,32,6,4,3072,1970,1102,0.671,4245
713852958,0,51,1,2,0,1,41,5,3,31501,1810,29691,0.71,3893
767835558,0,42,1,2,1,0,36,5,3,5928,2517,3411,0.817,3536
721531683,0,44,1,4,0,0,36,3,3,8482,0,8482,0.563,4076
720660558,0,50,0,2,5,0,36,4,4,23911,2100,21811,0.988,4770
814845933,0,62,0,0,4,0,56,4,3,1438.3,0,1438.3,0.794,3628
773155533,0,49,1,3,1,0,42,5,3,3261,814,2447,0.85,4739
711199908,0,41,0,2,3,0,30,3,2,2317,1232,1085,0.733,3057
721398858,0,43,0,2,5,0,34,5,4,33913,0,33913,0.901,4160
715664808,1,43,0,2,4,0,30,3,3,34516,0,34516,0.688,2427
715500558,0,45,1,3,0,0,36,3,4,1637,774,863,1.126,4120
719239158,0,48,0,3,3,0,39,4,2,5448,0,5448,0.549,3912
820633833,0,64,1,1,2,0,56,5,4,5152,948,4204,0.953,4074
720551733,1,46,1,4,0,0,26,3,6,15195,0,15195,0.726,2631
718487958,0,53,1,2,1,0,41,5,0,2799,1303,1496,0.763,3971
710533233,1,38,1,1,1,0,29,3,4,1438.3,0,1438.3,0.508,2139
778878633,0,51,0,3,4,0,32,6,1,1817,885,932,0.621,3400
720197058,1,47,1,3,0,0,33,1,4,3443,0,3443,0.832,2505
716317458,1,51,1,2,1,0,36,3,3,4281,0,4281,0.447,1723
718569258,0,56,1,2,1,0,36,5,3,2029,974,1055,0.624,4170
711649908,0,33,1,3,0,0,15,5,2,1438.3,1055,383.3,0.901,4208
720879708,0,52,0,2,4,0,44,3,4,28186,1308,26878,0.679,2853
815761908,0,46,1,3,0,1,41,6,2,34516,0,34516,0.896,3722
711850533,0,46,1,4,0,0,36,5,4,3818,0,3818,0.885,4272
721028283,0,40,1,4,2,0,28,4,3,11494,1160,10334,0.463,3353
710763783,0,49,0,2,4,0,32,4,3,28142,762,27380,0.982,3676
720432858,0,40,1,4,1,0,36,4,3,2316,1510,806,0.554,3471
772525308,0,43,0,3,2,0,33,5,4,10533,1689,8844,0.359,3651
767354208,0,48,0,4,4,0,41,4,1,14322,0,14322,0.602,3993
715670058,0,50,0,3,5,0,38,5,4,34516,1662,32854,0.504,3806
713856708,0,48,0,4,4,0,36,5,2,6798,2517,4281,0.873,4327
758086458,0,46,1,3,0,0,39,3,4,1438.3,0,1438.3,0.646,4111
717035283,1,46,0,1,3,0,37,2,4,2445,848,1597,0.771,2216
709604958,0,51,1,3,2,0,36,3,4,2585,1847,738,0.627,3480
714931458,0,52,1,2,0,0,42,3,3,1438.3,0,1438.3,0.607,4102
711047658,0,46,1,3,1,0,38,4,2,1781,1315,466,0.704,4775
718110858,1,42,0,4,2,0,36,2,5,1606,0,1606,0.87,2628
716385858,0,42,1,4,1,0,28,5,4,2205,1245,960,0.925,4921
708812133,0,49,1,3,0,0,39,5,0,2270,1647,623,0.759,4110
787655058,0,44,1,2,1,0,37,5,3,2568,1875,693,0.578,4254
803113383,1,55,1,1,1,0,49,3,3,3292,0,3292,0.482,2222
721273008,1,54,1,1,1,1,43,6,4,10797,1252,9545,0.489,1739
715762083,0,46,0,0,3,1,36,6,2,30501,2030,28471,0.56,2525
711629733,0,45,1,2,1,0,34,5,1,5371,1499,3872,0.737,3282
718410258,0,37,0,3,4,0,28,5,4,13441,0,13441,0.513,4207
719745558,0,52,0,3,3,0,36,4,2,9137,1729,7408,0.974,4626
820282383,1,45,1,2,1,0,40,6,3,5848,2517,3331,0.561,2000
793543758,0,47,0,2,5,0,41,3,4,10614,784,9830,0.73,4601
778224858,0,42,1,2,0,0,32,3,4,4035,1003,3032,0.583,4589
712555233,0,59,1,0,2,0,48,4,2,4205,710,3495,0.504,2023
718516533,0,46,1,2,1,0,36,6,3,2586,2196,390,0.693,3944
708923658,0,41,1,3,1,0,28,3,2,7234,1420,5814,0.539,4466
717708783,0,57,0,2,5,1,51,6,4,34516,1417,33099,0.966,4303
780688383,0,35,0,1,4,0,24,4,3,21114,0,21114,0.697,3534
718821783,0,53,0,1,2,0,48,4,3,2522,1704,818,0.988,4697
718163808,0,37,0,1,4,0,24,6,4,11309,0,11309,0.474,4809
712693908,1,43,0,3,5,0,31,2,1,13883,783,13100,0.749,1871
711286533,0,43,0,3,3,0,31,5,2,13448,0,13448,0.667,5067
711655683,0,55,0,1,3,1,46,4,4,25991,0,25991,0.639,2996
718188858,0,52,1,0,1,0,36,5,2,2537,1097,1440,0.874,4964
718514283,0,46,0,4,2,0,36,5,2,1438.3,794,644.3,0.807,3895
708642708,1,40,1,2,0,0,36,3,3,13019,0,13019,0.487,1484
811475733,1,53,1,1,2,0,48,2,3,3339,0,3339,0.694,2432
712089108,0,49,0,3,4,0,37,6,3,28390,1141,27249,0.919,4631
710761533,0,44,0,2,4,0,33,3,3,23665,1624,22041,0.574,4190
714963558,0,46,0,3,2,0,36,4,3,1438.3,0,1438.3,0.951,4374
714834258,0,43,1,4,1,0,36,5,4,2459,1127,1332,0.765,4343
713788083,1,28,1,1,1,0,36,4,5,1624,0,1624,0.299,1897
719583558,0,49,1,3,2,0,40,6,3,8900,1700,7200,0.906,4710
744705408,0,48,1,4,0,0,41,5,2,5239,1172,4067,0.825,4241
713240133,0,42,1,3,1,0,36,4,1,9351,1482,7869,0.464,5099
815015283,0,43,1,4,1,0,38,4,2,2655,1650,1005,0.701,4025
718072758,0,51,0,2,5,0,45,5,1,3173,2517,656,0.708,4030
709127808,0,48,0,3,3,0,35,5,1,6243,1331,4912,0.8,3502
715080258,0,37,1,1,0,0,36,3,3,6730,1093,5637,1.01,4814
709567758,0,40,1,3,1,0,29,4,2,2490,2225,265,0.566,3339
780067158,1,51,1,2,1,0,36,2,3,1746,1107,639,0.539,1907
715357308,0,44,0,2,3,0,36,3,2,4141,1424,2717,0.574,3512
720559908,0,58,1,2,1,1,46,6,4,11684,653,11031,0.622,4900
720339558,0,47,1,2,1,0,36,3,2,2363,494,1869,0.736,3887
809599158,1,48,0,4,4,1,43,2,4,34516,0,34516,0.671,1626
793269933,0,46,0,3,3,1,40,6,2,28829,0,28829,0.463,4540
809978733,0,33,1,2,2,0,28,3,3,1438.3,746,692.3,0.913,4415
788996058,0,47,1,2,1,0,34,4,4,2730,1970,760,0.848,3841
712575708,0,55,1,2,1,0,36,5,4,1994,1175,819,0.794,4455
789625383,0,48,0,3,4,0,42,4,3,9727,1626,8101,1.006,3543
719730258,0,41,0,4,3,1,36,4,3,33771,0,33771,0.791,3819
793717608,0,39,0,0,3,0,33,6,0,10452,1120,9332,0.802,3592
709798908,1,45,1,4,1,0,32,3,4,2858,0,2858,1.058,2611
716077458,0,46,0,3,2,0,36,4,4,4707,1121,3586,0.604,3188
813435108,0,49,1,1,1,0,44,5,1,3537,0,3537,0.763,4726
708084558,1,46,0,3,4,0,38,6,3,8258,1771,6487,0,1447
719880408,0,46,1,4,1,0,35,6,1,3072,1611,1461,0.682,3992
719343633,0,48,0,3,1,0,38,4,3,8892,889,8003,0.67,4900
718711158,1,52,0,3,5,0,36,1,3,3841,2517,1324,0.841,2680
717443658,0,37,1,0,2,0,28,4,1,1920,0,1920,0.688,4715
715976433,0,42,0,3,1,0,31,4,4,7802,1885,5917,0.643,4212
719038008,0,48,1,4,1,0,35,3,2,1705,1192,513,0.763,4862
709143183,1,52,1,2,2,0,43,3,4,1822,1605,217,0.756,2538
710186958,0,45,1,3,0,0,32,6,4,9294,2000,7294,0.637,4431
709274583,0,40,0,2,5,0,27,5,1,12248,1323,10925,0.882,4806
816864483,0,39,1,4,2,0,34,4,2,10264,803,9461,0.802,4003
708271833,0,42,0,3,2,1,36,3,3,15069,1843,13226,0.84,3464
821759658,1,41,1,4,2,0,37,3,3,4650,204,4446,0.685,2014
820920408,0,53,1,2,1,0,48,3,2,3685,0,3685,0.762,4012
718403358,0,49,1,2,2,0,33,4,1,7231,2517,4714,0.865,3912
713476758,0,44,0,4,3,0,32,4,1,10007,1586,8421,0.921,4309
720690933,0,52,0,4,3,0,39,5,3,2641,1584,1057,0.809,4279
719252583,0,29,1,1,1,0,20,4,1,3095,1488,1607,0.924,4642
712783083,1,48,1,4,1,0,37,1,3,3607,0,3607,0.504,2013
771204108,0,36,1,2,0,0,23,3,0,1954,1179,775,0.867,3896
817247658,0,45,0,3,3,0,27,6,3,21317,0,21317,0.833,3814
821749608,1,41,0,3,4,0,37,3,3,19402,0,19402,0.58,1937
714389883,0,45,0,4,4,0,36,6,1,8063,1485,6578,0.872,4275
713648208,0,40,1,2,2,0,32,6,2,3097,2409,688,0.912,4624
826261008,1,48,1,3,1,0,44,3,2,1438.3,0,1438.3,0.736,2054
824163333,0,43,1,5,1,0,39,3,4,3161,2424,737,0.617,4307
709444983,1,38,1,3,2,0,30,3,3,2435,2432,3,0.12,1460
711154908,0,59,1,0,1,0,40,5,2,1845,1076,769,1.016,4319
769575783,1,49,1,3,1,0,41,3,3,1603,749,854,0.733,2644
720334833,0,39,1,5,1,0,30,4,2,4710,1869,2841,0.858,4719
709563258,1,50,1,2,0,0,41,2,2,2751,2253,498,0.497,2108
708205083,0,38,1,1,1,0,28,6,3,1438.3,0,1438.3,0.767,4815
715276683,0,52,0,2,3,0,45,5,4,24287,1676,22611,0.506,5495
721254858,0,42,1,5,1,0,18,6,1,1694,1074,620,0.78,3857
712257258,1,50,1,1,1,0,36,4,5,1457,0,1457,0.493,1441
789616158,0,33,0,3,0,0,27,6,3,25045,0,25045,1.018,3444
708773583,0,52,1,3,2,0,45,5,0,10859,1710,9149,0.974,3987
711110733,0,45,0,3,2,1,33,3,1,16928,1519,15409,0.894,3355
714043008,0,37,0,2,2,0,30,6,4,4297,0,4297,0.797,4310
780602733,0,42,0,3,3,0,30,4,3,8302,1294,7008,0.558,3221
823557333,0,43,1,2,1,0,39,5,3,2734,2517,217,0.7,4457
772825308,0,40,0,3,4,0,31,4,3,27374,1509,25865,0.803,4231
713251008,0,43,1,2,0,0,38,6,1,2960,1853,1107,0.949,3921
711175083,0,54,0,3,3,0,41,4,3,9110,0,9110,0.662,2999
756477333,0,42,1,4,1,0,35,4,1,1539,0,1539,0.944,4793
712294983,0,39,1,2,2,0,36,4,4,1947,1160,787,1.227,4496
717023508,0,45,1,3,2,0,36,6,2,2667,1551,1116,0.672,4883
709869708,0,54,1,3,1,0,45,5,4,3062,2039,1023,1.057,4037
772133808,0,47,1,3,2,0,36,6,0,3114,1059,2055,0.78,4342
768196008,0,54,0,1,3,0,48,5,3,14948,2158,12790,0.844,3094
708916083,1,49,1,0,1,0,37,5,3,1749,0,1749,1.006,2510
789526458,0,44,0,3,2,0,36,4,1,2534,1706,828,0.793,3965
716079708,0,46,1,3,1,0,36,5,2,2503,2373,130,0.697,4647
720087708,0,38,1,3,1,0,31,4,2,1854,0,1854,0.885,5245
714259533,0,43,1,2,1,0,35,3,3,4092,622,3470,0.775,5001
714691683,0,62,0,1,3,0,54,4,4,13284,607,12677,0.857,4942
768420558,0,59,1,0,1,0,53,6,4,4830,1469,3361,0.634,3365
778364583,1,45,1,2,1,0,25,3,3,5911,916,4995,0.471,1656
719186433,0,53,1,1,0,0,44,3,2,11012,1328,9684,0.617,3793
719951208,0,43,0,4,3,0,24,5,2,19188,0,19188,0.453,4366
720182658,0,44,1,3,0,0,31,4,3,18056,940,17116,0.629,4473
789022233,0,50,1,2,1,0,37,6,2,1438.3,754,684.3,0.74,4457
778353183,0,31,1,0,1,0,13,5,3,3201,984,2217,0.639,5155
713789883,0,50,1,4,2,0,36,6,1,1479,1004,475,0.827,5116
773018583,0,38,1,4,1,0,30,5,2,3144,2216,928,0.741,4717
771354633,0,58,0,1,4,0,45,5,4,1854,1480,374,0.853,3292
717308433,1,49,0,5,3,0,43,3,3,1960,0,1960,0.493,2253
712271958,0,37,0,3,4,0,36,4,3,9782,1793,7989,0.886,3672
716736858,0,47,1,4,1,0,39,3,2,3144,0,3144,0.561,3774
713796033,1,47,0,2,2,0,42,6,3,4738,0,4738,0.641,1900
710812533,1,46,1,3,0,1,36,4,3,34516,154,34362,0.602,1987
782555058,0,35,1,1,1,0,29,4,3,1438.3,856,582.3,0.792,4432
714864333,1,43,0,2,5,0,37,4,2,34516,0,34516,0.536,1370
787918158,0,32,1,0,1,0,23,5,4,2156,1114,1042,0.603,4106
779070033,0,63,1,0,1,0,44,3,2,1938,0,1938,0.536,3974
789945933,0,61,1,1,1,0,52,3,1,1438.3,0,1438.3,0.925,3560
720810783,1,54,1,2,0,0,44,2,3,3781,1692,2089,0.791,2310
715627833,0,48,0,3,3,2,37,6,0,34516,1948,32568,0.666,4539
809538783,0,49,0,1,5,0,44,6,3,1438.3,1058,380.3,0.56,4109
715987758,1,49,0,3,4,0,36,3,1,3261,0,3261,1.012,3081
711967158,0,35,1,3,1,0,23,6,1,2211,1370,841,0.781,4359
712325433,0,39,1,2,0,0,28,6,2,1493,792,701,0.688,4131
716470683,0,48,1,3,0,0,36,3,3,20631,2048,18583,0.676,4827
713289183,0,53,1,3,1,0,33,6,1,2255,1647,608,0.848,4270
711549408,0,51,0,3,4,0,42,5,3,1507,961,546,0.678,4126
709523508,0,65,1,0,1,1,53,5,2,11097,0,11097,0.648,4836
717578358,0,49,1,4,0,0,40,5,1,8162,1704,6458,0.819,4334
711673983,0,44,0,4,3,0,36,3,2,18721,1568,17153,0.788,4537
713388108,1,62,1,0,1,0,51,4,3,5210,0,5210,0.64,2162
715679733,0,43,1,2,1,0,36,5,4,1736,1513,223,0.829,3462
779694183,0,51,0,3,4,0,34,5,4,1864,1427,437,0.725,3833
788544108,0,43,1,2,1,0,37,4,0,6611,1041,5570,0.744,4037
715583283,0,34,1,0,0,0,13,4,4,7942,2087,5855,0.754,4068
719917233,1,49,0,3,4,0,36,3,2,13382,1159,12223,0.404,1828
717103758,1,63,0,0,0,0,55,5,2,18550,0,18550,0.908,2616
714621183,0,39,1,3,1,0,36,4,4,2650,1646,1004,0.747,4512
721365033,1,37,0,3,2,0,36,3,4,1696,0,1696,0.857,2095
712999008,0,40,1,3,1,0,33,3,1,2628,1771,857,0.788,4316
780790008,0,46,1,3,2,0,39,6,2,1457,563,894,0.711,3967
779499933,0,46,0,5,4,0,28,6,1,34516,1259,33257,0.671,4300
717200508,0,40,1,4,0,0,32,3,3,3056,2038,1018,0.675,4734
716995083,0,52,0,2,4,0,44,6,4,2650,1049,1601,0.874,4218
718137183,0,58,1,1,1,0,38,4,3,3331,2251,1080,1.044,5379
787507833,0,49,1,1,1,0,38,6,1,3343,1820,1523,0.727,4507
810974958,1,51,0,2,3,0,46,5,2,4123,1760,2363,0.869,2447
717967833,0,55,1,1,1,0,36,3,0,2677,1555,1122,0.639,4757
712267983,1,57,1,0,1,0,45,4,3,3023,2517,506,0.646,2477
717376758,0,56,1,2,1,0,47,4,1,2238,1324,914,0.762,4108
718250883,1,59,1,2,0,0,51,3,3,3875,1397,2478,0.573,2312
717491058,0,42,0,2,3,0,26,6,3,20803,1747,19056,0.311,4012
802243458,1,48,0,2,2,0,42,6,2,2760,0,2760,0.576,1759
714485508,0,45,0,3,4,0,36,6,4,9086,1254,7832,0.93,3906
711377808,0,47,0,3,3,0,36,4,2,21142,0,21142,0.812,4360
718565733,0,62,0,0,1,0,36,3,4,3653,1769,1884,0.825,4423
712723608,0,44,1,3,1,0,36,6,4,1713,0,1713,0.678,3999
789948408,0,55,0,2,4,0,46,3,4,34516,1718,32798,0.51,5220
734909358,0,43,0,4,4,0,33,4,1,6548,1244,5304,0.667,4354
719267283,0,35,1,2,2,0,27,6,0,1953,1554,399,0.581,4598
780684933,0,49,0,3,2,0,38,4,3,3051,1783,1268,0.732,4887
720330558,1,44,0,3,4,0,25,5,3,25256,966,24290,0.488,2048
720784833,1,48,1,3,0,0,36,3,1,1630,1243,387,0.4,1884
789059958,0,42,0,4,5,2,30,6,4,34516,1045,33471,0.848,3574
797138883,0,43,0,4,2,0,37,3,3,10800,1491,9309,0.543,3966
721448283,1,39,1,1,1,0,26,3,1,1876,1536,340,0.712,2579
710552733,1,42,0,5,3,0,36,2,2,4963,0,4963,0.637,2335
742778358,0,44,0,1,3,0,37,3,4,16739,1229,15510,0.497,4014
713933658,0,56,1,0,1,0,45,3,2,2463,1621,842,0.568,4118
788142483,0,46,0,3,4,1,38,3,1,34516,1278,33238,0.51,4699
789705408,0,50,0,2,3,0,37,4,2,4743,1687,3056,0.957,3739
780378633,0,43,0,3,3,0,33,4,4,9382,1455,7927,0.482,3412
817422408,0,45,1,3,1,0,30,3,3,2059,1118,941,0.788,4110
781297983,0,58,0,2,3,0,52,6,3,20410,1196,19214,0.726,3525
710671608,0,39,1,2,1,0,31,5,4,6798,918,5880,0.671,3961
719967708,0,44,1,2,1,0,32,3,4,6472,2128,4344,0.58,3592
711879633,0,45,0,3,1,0,29,4,2,2766,1985,781,0.796,4480
716444733,0,55,1,2,1,0,46,5,4,1438.3,0,1438.3,0.907,4271
718460958,0,49,1,2,1,0,35,3,4,3283,1856,1427,1.103,4498
789953733,0,46,1,3,1,0,37,5,3,2470,1961,509,0.802,4519
770278833,0,43,0,4,5,0,37,3,3,20695,1250,19445,0.605,3924
787291308,0,42,1,5,1,0,36,5,4,4228,1709,2519,0.493,4389
710644158,0,45,0,3,4,0,28,5,1,31743,1332,30411,0.665,4293
717095733,0,48,1,4,1,0,29,6,4,3212,2517,695,0.785,4284
813338733,0,47,1,3,0,0,42,3,2,5884,1382,4502,0.91,4477
787536933,0,44,1,3,1,0,33,6,3,1724,0,1724,0.669,4768
714384783,1,59,1,1,1,0,36,2,3,2468,0,2468,0.5,2017
713847858,1,49,1,3,1,0,36,3,3,1438.3,0,1438.3,0.409,1849
809809008,0,47,1,5,1,0,42,5,2,3111,1541,1570,0.656,4570
719446833,0,58,1,1,1,0,46,4,3,2799,1532,1267,0.583,4214
720570333,0,48,1,3,1,0,36,5,0,1912,1163,749,0.871,4786
815308683,0,46,0,3,4,0,41,4,1,18927,887,18040,1.065,3101
810875958,1,51,1,3,1,0,46,1,3,2016,395,1621,0.711,2473
717775608,0,51,0,2,4,0,43,4,0,4830,1970,2860,0.799,4850
718766058,1,56,0,2,4,0,36,1,2,1438.3,0,1438.3,0.65,2123
710656683,0,50,1,3,1,0,36,4,1,1986,1614,372,0.554,4442
768390708,0,47,0,2,4,0,41,6,1,2877,1136,1741,0.756,4006
713263758,0,53,1,1,1,0,45,3,2,2312,1997,315,0.787,5085
754564308,0,46,1,3,2,0,39,3,2,2644,2126,518,0.748,3601
827890758,0,39,1,1,1,0,35,5,0,2062,1302,760,0.631,3785
779945508,0,50,1,1,1,0,35,5,2,3510,1881,1629,0.66,3808
720807183,0,55,0,2,4,0,36,3,1,15026,916,14110,0.721,3281
709309308,1,50,0,3,4,0,37,1,2,27186,0,27186,0.504,1704
715844733,0,45,0,5,3,0,36,6,2,2174,877,1297,0.644,4596
712332183,0,42,0,3,4,0,36,6,0,29535,895,28640,0.952,3934
790123983,0,50,1,2,1,0,43,4,1,2974,2090,884,0.975,4297
711721458,1,50,1,2,1,0,36,5,2,1438.3,0,1438.3,0.658,2329
716860233,0,51,1,3,1,0,39,3,0,8148,701,7447,0.819,4124
714678408,0,48,1,4,1,0,31,6,4,2646,1983,663,0.7,4727
708798483,1,37,1,3,0,0,24,2,2,2054,0,2054,0.87,2567
708501783,1,43,0,2,5,0,36,6,4,34516,1477,33039,0.324,1868
713645883,0,37,1,1,1,0,23,6,4,1879,1486,393,0.836,5202
718622658,0,45,0,4,4,0,34,3,3,15913,1696,14217,0.632,4472
710641008,0,44,1,2,1,0,36,5,4,8685,0,8685,0.666,2473
718547358,0,60,1,2,2,0,52,4,2,2676,1740,936,0.735,3863
716177583,0,58,1,1,1,0,36,6,4,1438.3,0,1438.3,0.657,4722
713417433,0,42,0,2,2,0,28,3,3,1711,0,1711,0.983,4496
713043183,0,61,0,0,2,0,48,3,4,2572,1969,603,0.644,4313
719328858,1,56,0,4,3,0,43,6,6,4535,0,4535,0.831,2342
718501983,0,44,0,2,3,0,36,5,1,5950,1117,4833,0.57,4682
803800533,1,39,0,1,2,0,33,3,4,2088,975,1113,1.144,2866
